Timestamp;G19 KWh-Dif;G26 kWh-Diff;MISFAT 3 D18 KWh-Diff;MISFAT 3 D02.01 M43 KWh-Dif;MISFAT 3 Eclairage 3-2 KWh-Dif;MISFAT 3 G10 KWh-Diff;MISFAT 3 G33  kWh-Diff;MISFAT 3 G39 KWh-Diff;MISFAT 3 H39 KWh-Diff;MISFAT 3 H46 KWh-Diff;MISFAT 3 H53 KWh-Dif;MISFAT 3 N11 KWh-Dif; 
2025-02-26 19:00:00 CEST;"97;859375";"57;5";"27;625";"0;09375";0,0kWh;"8;888671875";"57;9765625";"41;28125";0,0kWh;"12;87109375";0,0kWh;"10;4375";
2025-02-26 20:00:00 CEST;"84;21875";"84;125";"25;375";"5;375";0,0kWh;"7;3984375";"52;0859375";"41;28125";0,0kWh;"12;544921875";0,0kWh;"11;15625";
2025-02-26 21:00:00 CEST;"5;3125";"62;25";0,0kWh;"30;9921875";0,0kWh;0,0kWh;"0;1015625";"40;84375";0,0kWh;"13;50390625";0,0kWh;0,0kWh;
2025-02-26 22:00:00 CEST;"4;984375";"94;375";0,0kWh;"23;9453125";0,0kWh;0,0kWh;0,0kWh;"40;34375";0,0kWh;"13;533203125";0,0kWh;0,0kWh;
2025-02-26 23:00:00 CEST;"0;671875";"14;5";0,0kWh;"3;484375";0,0kWh;0,0kWh;0,0kWh;"6;03125";0,0kWh;"2;19140625";0,0kWh;0,0kWh;
2025-02-27 00:00:00 CEST;"5;046875";"95;75";0,0kWh;"23;34375";0,0kWh;0,0kWh;0,0kWh;"38;78125";0,0kWh;"13;705078125";0,0kWh;0,0kWh;
2025-02-27 01:00:00 CEST;"4;703125";"52;125";0,0kWh;"22;921875";0,0kWh;0,0kWh;0,0kWh;"37;9375";0,0kWh;"13;580078125";0,0kWh;0,0kWh;
2025-02-27 02:00:00 CEST;"5;015625";79,0kWh;0,0kWh;"12;84375";0,0kWh;0,0kWh;0,0kWh;"37;5";0,0kWh;"13;283203125";0,0kWh;0,0kWh;
2025-02-27 03:00:00 CEST;"4;609375";"75;875";0,0kWh;"27;8828125";0,0kWh;0,0kWh;0,0kWh;"38;25";0,0kWh;"13;400390625";0,0kWh;0,0kWh;
2025-02-27 04:00:00 CEST;"4;875";"74;75";0,0kWh;"20;7421875";0,0kWh;0,0kWh;0,0kWh;"38;34375";0,0kWh;"13;5234375";0,0kWh;0,0kWh;
2025-02-27 05:00:00 CEST;"4;875";"72;125";0,0kWh;"17;46875";0,0kWh;0,0kWh;0,0kWh;"35;1875";0,0kWh;"14;013671875";0,0kWh;0,0kWh;
2025-02-27 06:00:00 CEST;"41;796875";"53;75";0,0kWh;"0;09375";0,0kWh;0,0kWh;"9;2421875";"14;1875";0,0kWh;"10;189453125";0,0kWh;0,0kWh;
2025-02-27 07:00:00 CEST;"100;078125";"101;875";"46;0625";"13;859375";0,0kWh;"10;1650390625";"51;7421875";"39;84375";0,0kWh;"11;798828125";0,0kWh;0,0kWh;
2025-02-27 08:00:00 CEST;"96;875";"99;25";"36;4375";"23;8984375";0,0kWh;"9;3125";"50;453125";"26;40625";0,0kWh;"13;390625";0,0kWh;"0;09375";
2025-02-27 09:00:00 CEST;"97;53125";"96;375";"37;75";"23;71875";0,0kWh;"8;900390625";"57;78125";"2;625";0,0kWh;"13;68359375";0,0kWh;"10;21875";
2025-02-27 10:00:00 CEST;"64;140625";"95;5";"28;8125";"22;7734375";0,0kWh;"8;859375";"54;171875";"2;09375";0,0kWh;"13;2734375";0,0kWh;"9;4375";
2025-02-27 11:00:00 CEST;"46;90625";"96;375";"27;8125";"22;8984375";0,0kWh;"8;8359375";"57;9296875";"1;875";0,0kWh;"13;19140625";0,0kWh;"13;125";
2025-02-27 12:00:00 CEST;"73;484375";"98;5";"35;5";"5;96875";0,0kWh;"8;8046875";"58;3203125";"2;96875";0,0kWh;"13;05078125";0,0kWh;"10;375";
2025-02-27 13:00:00 CEST;"90;578125";"98;25";"27;5";"21;828125";0,0kWh;"8;775390625";"58;125";"10;75";0,0kWh;"12;431640625";0,0kWh;"12;75";
2025-02-27 14:00:00 CEST;"80;21875";"99;75";"27;25";"15;578125";0,0kWh;"8;7919921875";"30;1640625";"34;46875";0,0kWh;"12;861328125";0,0kWh;"3;90625";
2025-02-27 15:00:00 CEST;"85;546875";"100;75";"39;625";"9;4765625";0,0kWh;"8;7109375";"6;5625";"41;3125";0,0kWh;"12;681640625";0,0kWh;"8;375";
2025-02-27 16:00:00 CEST;"92;5625";"98;25";"30;8125";"17;453125";0,0kWh;"8;8154296875";"7;0625";"40;9375";0,0kWh;"11;71484375";0,0kWh;"10;40625";
2025-02-27 17:00:00 CEST;"101;765625";"95;25";"34;5625";"0;078125";0,0kWh;"8;8115234375";"7;2109375";"41;28125";0,0kWh;"12;673828125";0,0kWh;"13;5";
2025-02-27 18:00:00 CEST;"79;359375";"96;5";"30;3125";"0;0703125";0,0kWh;"8;8935546875";"5;6796875";"41;375";0,0kWh;"12;962890625";0,0kWh;0,0kWh;
2025-02-27 19:00:00 CEST;"77;40625";"74;375";33,0kWh;"0;078125";0,0kWh;"8;7138671875";0,0kWh;"41;6875";0,0kWh;"13;30859375";0,0kWh;0,0kWh;
2025-02-27 20:00:00 CEST;"69;078125";"44;125";"33;9375";"2;953125";0,0kWh;"3;626953125";0,0kWh;"41;65625";0,0kWh;"14;064453125";0,0kWh;0,0kWh;
2025-02-27 21:00:00 CEST;"4;765625";97,0kWh;"1;5";"34;3359375";0,0kWh;0,0kWh;0,0kWh;"37;53125";0,0kWh;"13;494140625";0,0kWh;0,0kWh;
2025-02-27 22:00:00 CEST;"4;421875";97,0kWh;0,0kWh;"23;1484375";0,0kWh;0,0kWh;0,0kWh;"20;3125";0,0kWh;"13;943359375";0,0kWh;0,0kWh;
2025-02-27 23:00:00 CEST;"0;59375";"16;25";0,0kWh;"3;7890625";0,0kWh;0,0kWh;0,0kWh;"7;1875";0,0kWh;"2;46484375";0,0kWh;0,0kWh;
2025-02-28 00:00:00 CEST;"4;96875";96,0kWh;0,0kWh;"24;8671875";0,0kWh;0,0kWh;0,0kWh;"41;4375";0,0kWh;"13;763671875";0,0kWh;0,0kWh;
2025-02-28 01:00:00 CEST;"4;796875";"95;75";0,0kWh;"25;5078125";0,0kWh;"0;0009765625";0,0kWh;"41;09375";0,0kWh;"14;40625";0,0kWh;0,0kWh;
2025-02-28 02:00:00 CEST;"4;59375";"95;875";0,0kWh;"14;25";0,0kWh;0,0kWh;0,0kWh;"41;3125";0,0kWh;"13;6953125";0,0kWh;0,0kWh;
2025-02-28 03:00:00 CEST;"4;65625";97,0kWh;0,0kWh;"27;40625";0,0kWh;0,0kWh;0,0kWh;"41;15625";0,0kWh;"14;220703125";0,0kWh;0,0kWh;
2025-02-28 04:00:00 CEST;"4;8125";"96;25";0,0kWh;"3;5625";0,0kWh;0,0kWh;0,0kWh;"39;34375";0,0kWh;"14;5390625";0,0kWh;0,0kWh;
2025-02-28 05:00:00 CEST;"4;78125";"92;875";0,0kWh;"0;1015625";0,0kWh;0,0kWh;0,0kWh;"38;3125";0,0kWh;"14;021484375";0,0kWh;0,0kWh;
2025-02-28 06:00:00 CEST;"41;859375";"58;25";0,0kWh;"0;09375";0,0kWh;0,0kWh;"3;421875";"20;65625";0,0kWh;"11;17578125";0,0kWh;0,0kWh;
2025-02-28 07:00:00 CEST;"103;609375";"97;75";"39;25";"1;265625";0,0kWh;0,0kWh;"56;640625";"30;21875";0,0kWh;"11;7109375";0,0kWh;"0;1875";
2025-02-28 08:00:00 CEST;"103;140625";"96;5";"37;4375";"22;4296875";0,0kWh;"6;0546875";"58;359375";"28;28125";0,0kWh;"13;2578125";0,0kWh;"2;125";
2025-02-28 09:00:00 CEST;"99;46875";"72;25";"44;875";"23;5234375";0,0kWh;"9;7158203125";"55;3203125";"41;5625";0,0kWh;"13;8203125";0,0kWh;"12;84375";
2025-02-28 10:00:00 CEST;"100;015625";"42;75";"42;3125";"2;1171875";0,0kWh;"8;857421875";"57;4453125";"40;0625";0,0kWh;"13;009765625";0,0kWh;"10;21875";
2025-02-28 11:00:00 CEST;"107;046875";"90;25";"39;125";"2;1328125";0,0kWh;"8;8095703125";"18;453125";"42;59375";0,0kWh;"11;458984375";0,0kWh;"13;375";
2025-02-28 12:00:00 CEST;"102;46875";"94;75";"26;1875";"1;6796875";0,0kWh;"8;86328125";"45;4375";"41;375";0,0kWh;"11;611328125";0,0kWh;"10;53125";
2025-02-28 13:00:00 CEST;"100;859375";"94;75";"26;1875";"1;3671875";0,0kWh;"8;693359375";"52;7578125";"41;25";0,0kWh;"12;1171875";0,0kWh;"12;9375";
2025-02-28 14:00:00 CEST;"70;46875";"95;625";"26;9375";"1;375";0,0kWh;"8;7021484375";"52;5546875";"41;46875";0,0kWh;"12;75390625";0,0kWh;13,0kWh;
2025-02-28 15:00:00 CEST;"100;59375";"94;5";"35;0625";"1;359375";0,0kWh;"8;6611328125";"52;7578125";"41;46875";0,0kWh;"12;48046875";0,0kWh;"13;3125";
2025-02-28 16:00:00 CEST;"103;25";"94;875";"35;4375";"1;3828125";0,0kWh;"8;9462890625";"52;7890625";"41;625";0,0kWh;"11;876953125";0,0kWh;"10;09375";
2025-02-28 17:00:00 CEST;"104;5625";"88;625";"32;0625";"1;3984375";0,0kWh;"8;6015625";"21;6484375";"41;65625";0,0kWh;"12;8046875";0,0kWh;"13;09375";
2025-02-28 18:00:00 CEST;"57;15625";"92;75";"34;3125";"1;40625";0,0kWh;"8;6923828125";"4;09375";"42;0625";0,0kWh;"13;740234375";0,0kWh;"13;53125";
2025-02-28 19:00:00 CEST;"56;28125";96,0kWh;"32;1875";"1;3828125";0,0kWh;"8;7060546875";"52;03125";"42;25";0,0kWh;"13;623046875";0,0kWh;"10;4375";
2025-02-28 20:00:00 CEST;"31;75";"96;75";"28;375";"1;3828125";0,0kWh;"7;5439453125";"27;5703125";"42;3125";0,0kWh;"13;72265625";0,0kWh;"11;6875";
2025-02-28 21:00:00 CEST;"5;5625";"96;75";0,0kWh;"1;375";0,0kWh;0,0kWh;0,0kWh;"40;5";0,0kWh;"14;51953125";0,0kWh;0,0kWh;
2025-02-28 22:00:00 CEST;"4;625";"95;5";0,0kWh;"1;3984375";0,0kWh;0,0kWh;0,0kWh;"41;5";0,0kWh;"14;34765625";0,0kWh;0,0kWh;
2025-02-28 23:00:00 CEST;"0;6875";"17;5";0,0kWh;"0;2578125";0,0kWh;0,0kWh;0,0kWh;"7;71875";0,0kWh;"2;53125";0,0kWh;0,0kWh;
2025-03-01 00:00:00 CEST;"4;65625";"96;875";0,0kWh;"1;3984375";0,0kWh;0,0kWh;0,0kWh;"40;21875";0,0kWh;"13;541015625";0,0kWh;0,0kWh;
2025-03-01 01:00:00 CEST;"4;46875";"96;625";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;"19;46875";0,0kWh;"14;73828125";0,0kWh;0,0kWh;
2025-03-01 02:00:00 CEST;"4;75";"95;875";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;"39;34375";0,0kWh;"12;794921875";0,0kWh;0,0kWh;
2025-03-01 03:00:00 CEST;"4;46875";"94;375";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;"39;09375";0,0kWh;"13;45703125";0,0kWh;0,0kWh;
2025-03-01 04:00:00 CEST;"4;4375";"92;125";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;"39;28125";0,0kWh;"14;232421875";0,0kWh;0,0kWh;
2025-03-01 05:00:00 CEST;"48;65625";"92;75";"17;25";"1;40625";0,0kWh;0,0kWh;"19;6015625";"38;71875";0,0kWh;"14;044921875";0,0kWh;"0;46875";
2025-03-01 06:00:00 CEST;"53;53125";"93;875";"45;25";"1;3984375";0,0kWh;0,0kWh;"50;6015625";"37;9375";0,0kWh;"14;12109375";0,0kWh;"10;03125";
2025-03-01 07:00:00 CEST;"52;90625";"97;25";"35;75";"1;3671875";0,0kWh;0,0kWh;"38;875";"38;4375";0,0kWh;"14;189453125";0,0kWh;"0;15625";
2025-03-01 08:00:00 CEST;"52;625";"91;5";"34;9375";"1;328125";0,0kWh;"9;76171875";"52;140625";"40;40625";0,0kWh;"12;56640625";0,0kWh;"0;0625";
2025-03-01 09:00:00 CEST;"52;4375";"93;875";"34;1875";"1;3359375";0,0kWh;"8;9091796875";"52;328125";"40;3125";0,0kWh;"11;693359375";0,0kWh;0,0kWh;
2025-03-01 10:00:00 CEST;53,0kWh;"94;375";"32;5625";"1;359375";0,0kWh;"8;7890625";"20;9140625";"38;65625";0,0kWh;"11;26171875";0,0kWh;"12;6875";
2025-03-01 11:00:00 CEST;"95;15625";"95;625";"28;5625";"1;359375";0,0kWh;"8;6806640625";"50;734375";"0;59375";0,0kWh;"10;732421875";0,0kWh;"11;75";
2025-03-01 12:00:00 CEST;"101;875";"94;125";"30;625";"1;3671875";0,0kWh;"8;74609375";"46;7109375";0,0kWh;0,0kWh;"11;033203125";0,0kWh;"13;4375";
2025-03-01 13:00:00 CEST;"101;28125";"93;625";"31;5625";"1;375";0,0kWh;"8;6435546875";"24;578125";0,0kWh;0,0kWh;"10;95703125";0,0kWh;"13;5625";
2025-03-01 14:00:00 CEST;"98;125";92,0kWh;"26;375";"1;3828125";0,0kWh;"8;6826171875";"3;3984375";0,0kWh;0,0kWh;"10;669921875";0,0kWh;"13;09375";
2025-03-01 15:00:00 CEST;"74;8125";"90;625";"26;625";"1;375";0,0kWh;"8;638671875";"3;9140625";"4;4375";0,0kWh;"10;5";0,0kWh;"11;21875";
2025-03-01 16:00:00 CEST;"54;34375";"83;375";"35;5";"1;3828125";0,0kWh;"8;6005859375";"0;2421875";"41;84375";0,0kWh;"10;26953125";0,0kWh;"13;9375";
2025-03-01 17:00:00 CEST;"12;875";42,0kWh;"17;4375";"1;4296875";0,0kWh;"3;4775390625";0,0kWh;"15;5";0,0kWh;"7;3671875";0,0kWh;"4;75";
2025-03-01 18:00:00 CEST;"4;3125";"9;875";0,0kWh;"1;4453125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"5;28125";0,0kWh;0,0kWh;
2025-03-01 19:00:00 CEST;"4;34375";"9;875";0,0kWh;"1;4296875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"5;380859375";0,0kWh;0,0kWh;
2025-03-01 20:00:00 CEST;"4;25";10,0kWh;0,0kWh;"1;4296875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"4;978515625";0,0kWh;0,0kWh;
2025-03-01 21:00:00 CEST;"4;625";"9;875";0,0kWh;"1;4375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;705078125";0,0kWh;0,0kWh;
2025-03-01 22:00:00 CEST;"4;28125";10,0kWh;0,0kWh;"1;421875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;70703125";0,0kWh;0,0kWh;
2025-03-01 23:00:00 CEST;"1;15625";"2;125";0,0kWh;"0;328125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;169921875";0,0kWh;0,0kWh;
2025-03-02 00:00:00 CEST;"4;65625";10,0kWh;0,0kWh;"1;46875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;71875";0,0kWh;0,0kWh;
2025-03-02 01:00:00 CEST;"4;5";10,0kWh;0,0kWh;"1;4765625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;720703125";0,0kWh;0,0kWh;
2025-03-02 02:00:00 CEST;"4;5625";"10;125";0,0kWh;"1;484375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;712890625";0,0kWh;0,0kWh;
2025-03-02 03:00:00 CEST;"4;40625";"10;125";0,0kWh;"1;4765625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;716796875";0,0kWh;0,0kWh;
2025-03-02 04:00:00 CEST;"4;5";"10;125";0,0kWh;"1;4609375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;71484375";0,0kWh;0,0kWh;
2025-03-02 05:00:00 CEST;"4;875";"10;375";0,0kWh;"1;46875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;71484375";0,0kWh;0,0kWh;
2025-03-02 06:00:00 CEST;"4;3125";"10;125";0,0kWh;"1;5";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;71484375";0,0kWh;0,0kWh;
2025-03-02 07:00:00 CEST;"4;6875";10,0kWh;0,0kWh;"1;5";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;712890625";0,0kWh;0,0kWh;
2025-03-02 08:00:00 CEST;"4;5";"10;125";0,0kWh;"1;46875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"13;859375";0,0kWh;0,0kWh;
2025-03-02 09:00:00 CEST;"4;4375";"10;25";0,0kWh;"1;4453125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"11;30078125";0,0kWh;0,0kWh;
2025-03-02 10:00:00 CEST;"4;5";10,0kWh;0,0kWh;"1;4375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"8;890625";0,0kWh;0,0kWh;
2025-03-02 11:00:00 CEST;"4;125";"10;25";0,0kWh;"1;4375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"8;388671875";0,0kWh;0,0kWh;
2025-03-02 12:00:00 CEST;"0;25";"0;625";0,0kWh;"0;09375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;59375";0,0kWh;0,0kWh;
2025-03-02 13:00:00 CEST;"1;71875";2,0kWh;0,0kWh;"0;1953125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;123046875";0,0kWh;0,0kWh;
2025-03-02 14:00:00 CEST;"6;25";"14;25";0,0kWh;"1;421875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;8984375";0,0kWh;0,0kWh;
2025-03-02 15:00:00 CEST;"4;28125";11,0kWh;0,0kWh;"1;4375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;73828125";0,0kWh;0,0kWh;
2025-03-02 16:00:00 CEST;"4;4375";"10;5";0,0kWh;"1;453125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;640625";0,0kWh;0,0kWh;
2025-03-02 17:00:00 CEST;"4;59375";"10;375";0,0kWh;"1;4375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;615234375";0,0kWh;0,0kWh;
2025-03-02 18:00:00 CEST;"3;875";"8;25";0,0kWh;"1;0078125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46875";0,0kWh;0,0kWh;
2025-03-02 19:00:00 CEST;"4;125";"10;5";0,0kWh;"1;5078125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;6484375";0,0kWh;0,0kWh;
2025-03-02 20:00:00 CEST;"4;4375";"10;25";0,0kWh;"1;5078125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;626953125";0,0kWh;0,0kWh;
2025-03-02 21:00:00 CEST;"4;625";"10;375";0,0kWh;"1;5234375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;6171875";0,0kWh;0,0kWh;
2025-03-02 22:00:00 CEST;"4;75";"10;375";0,0kWh;"1;53125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;607421875";0,0kWh;0,0kWh;
2025-03-02 23:00:00 CEST;"0;90625";"3;125";0,0kWh;"0;4375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;173828125";0,0kWh;0,0kWh;
2025-03-03 00:00:00 CEST;"4;59375";"10;375";0,0kWh;"1;515625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;609375";0,0kWh;0,0kWh;
2025-03-03 01:00:00 CEST;"4;46875";"10;375";0,0kWh;"1;5234375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;60546875";0,0kWh;0,0kWh;
2025-03-03 02:00:00 CEST;"4;28125";10,0kWh;0,0kWh;"1;5390625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;599609375";0,0kWh;0,0kWh;
2025-03-03 03:00:00 CEST;"4;84375";"10;5";0,0kWh;"1;5546875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;6015625";0,0kWh;0,0kWh;
2025-03-03 04:00:00 CEST;"4;34375";"10;625";0,0kWh;"1;546875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"15;66796875";0,0kWh;0,0kWh;
2025-03-03 05:00:00 CEST;"73;4375";"76;75";"23;1875";"1;46875";0,0kWh;0,0kWh;"6;484375";"6;9375";0,0kWh;"15;2890625";0,0kWh;"5;40625";
2025-03-03 06:00:00 CEST;"104;34375";"100;25";"37;75";"1;4375";0,0kWh;"3;52734375";"52;2734375";"20;1875";0,0kWh;"13;701171875";0,0kWh;"3;25";
2025-03-03 07:00:00 CEST;"103;03125";97,0kWh;"33;3125";"2;65625";0,0kWh;"10;44921875";"14;5625";"38;34375";0,0kWh;"13;828125";0,0kWh;"10;46875";
2025-03-03 08:00:00 CEST;"80;90625";"97;125";"31;4375";"30;203125";0,0kWh;"8;6904296875";"49;6015625";41,0kWh;0,0kWh;"13;29296875";0,0kWh;"2;8125";
2025-03-03 09:00:00 CEST;"103;84375";"96;625";"32;8125";"20;4375";0,0kWh;"8;5146484375";"52;859375";"40;96875";0,0kWh;"12;84375";0,0kWh;"0;125";
2025-03-03 10:00:00 CEST;"74;375";"96;375";"37;8125";"20;703125";0,0kWh;"8;498046875";"52;84375";"40;90625";0,0kWh;"12;4765625";0,0kWh;"12;15625";
2025-03-03 11:00:00 CEST;"103;625";"94;25";"30;4375";"17;71875";0,0kWh;"8;78515625";"25;65625";"41;34375";0,0kWh;"11;822265625";0,0kWh;"6;09375";
2025-03-03 12:00:00 CEST;"103;375";"92;25";29,0kWh;"17;546875";0,0kWh;"8;7412109375";0,0kWh;"42;5";0,0kWh;"11;916015625";0,0kWh;0,0kWh;
2025-03-03 13:00:00 CEST;"101;5625";91,0kWh;"37;125";"22;453125";0,0kWh;"8;72265625";0,0kWh;"42;28125";0,0kWh;"11;310546875";0,0kWh;0,0kWh;
2025-03-03 14:00:00 CEST;"74;375";"91;375";"32;375";"6;453125";0,0kWh;"9;06640625";0,0kWh;"33;40625";0,0kWh;"12;01171875";0,0kWh;0,0kWh;
2025-03-03 15:00:00 CEST;"85;6875";"93;125";"31;8125";"1;3984375";0,0kWh;"9;2255859375";0,0kWh;"36;3125";0,0kWh;"11;564453125";0,0kWh;0,0kWh;
2025-03-03 16:00:00 CEST;"84;6875";"94;5";"27;375";"1;3828125";0,0kWh;"8;90625";0,0kWh;"41;96875";0,0kWh;"11;314453125";0,0kWh;0,0kWh;
2025-03-03 17:00:00 CEST;"47;34375";"45;875";"1;0625";"1;4453125";0,0kWh;"3;7890625";0,0kWh;"16;875";0,0kWh;"9;166015625";0,0kWh;0,0kWh;
2025-03-03 18:00:00 CEST;"4;53125";"16;125";0,0kWh;"1;4609375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"6;017578125";0,0kWh;0,0kWh;
2025-03-03 19:00:00 CEST;"4;40625";16,0kWh;0,0kWh;"1;484375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"6;19921875";0,0kWh;0,0kWh;
2025-03-03 20:00:00 CEST;"4;46875";"15;625";0,0kWh;"1;46875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"6;46875";0,0kWh;0,0kWh;
2025-03-03 21:00:00 CEST;"4;4375";57,0kWh;0,0kWh;"1;4375";0,0kWh;0,0kWh;0,0kWh;"1;71875";0,0kWh;"9;75390625";0,0kWh;0,0kWh;
2025-03-03 22:00:00 CEST;"4;34375";"93;375";"14;5";"35;3671875";0,0kWh;0,0kWh;"35;234375";"24;34375";0,0kWh;"11;912109375";0,0kWh;0,0kWh;
2025-03-03 23:00:00 CEST;"1;46875";"14;5";0,0kWh;"8;2265625";0,0kWh;0,0kWh;"18;2265625";"11;375";0,0kWh;"4;544921875";0,0kWh;0,0kWh;
2025-03-04 00:00:00 CEST;"4;75";"42;625";0,0kWh;"23;4609375";0,0kWh;0,0kWh;"51;375";"39;59375";0,0kWh;"12;421875";0,0kWh;0,0kWh;
2025-03-04 01:00:00 CEST;"4;4375";"42;625";0,0kWh;"22;6796875";0,0kWh;0,0kWh;"53;8515625";"39;28125";0,0kWh;"12;705078125";0,0kWh;0,0kWh;
2025-03-04 02:00:00 CEST;"4;59375";"44;125";0,0kWh;"12;25";0,0kWh;0,0kWh;"53;7109375";"37;40625";0,0kWh;"12;724609375";0,0kWh;0,0kWh;
2025-03-04 03:00:00 CEST;"4;96875";"44;5";0,0kWh;"26;6484375";0,0kWh;0,0kWh;"53;4921875";"37;5625";0,0kWh;"13;48828125";0,0kWh;0,0kWh;
2025-03-04 04:00:00 CEST;"4;53125";"44;875";0,0kWh;23,0kWh;0,0kWh;0,0kWh;"53;6171875";39,0kWh;0,0kWh;"13;185546875";0,0kWh;0,0kWh;
2025-03-04 05:00:00 CEST;"64;5";"45;875";"22;125";"5;34375";0,0kWh;0,0kWh;"53;6875";"36;65625";0,0kWh;"13;529296875";0,0kWh;"5;5625";
2025-03-04 06:00:00 CEST;"105;125";"70;875";"36;8125";"0;09375";0,0kWh;0,0kWh;"54;4375";"35;53125";0,0kWh;"13;681640625";0,0kWh;"13;8125";
2025-03-04 07:00:00 CEST;"103;90625";"96;25";"31;875";"12;3046875";0,0kWh;"3;685546875";"53;015625";"39;53125";0,0kWh;"12;298828125";0,0kWh;"13;65625";
2025-03-04 08:00:00 CEST;103,0kWh;"55;75";"35;0625";"25;09375";0,0kWh;"10;4775390625";"50;125";"39;9375";0,0kWh;"12;265625";0,0kWh;"13;375";
2025-03-04 09:00:00 CEST;"95;375";"80;25";"32;6875";"13;9921875";0,0kWh;"8;951171875";"52;25";"39;875";0,0kWh;"12;62890625";0,0kWh;"10;75";
2025-03-04 10:00:00 CEST;"72;28125";"96;25";"27;625";"14;234375";0,0kWh;"8;8291015625";"53;1875";"39;71875";0,0kWh;"12;177734375";0,0kWh;"8;0625";
2025-03-04 11:00:00 CEST;"75;625";"82;5";32,0kWh;"2;21875";0,0kWh;"8;833984375";"25;84375";"39;96875";0,0kWh;"11;546875";0,0kWh;"0;09375";
2025-03-04 12:00:00 CEST;"94;4375";"67;5";"31;125";"11;484375";0,0kWh;"8;3388671875";0,0kWh;"38;125";0,0kWh;"10;873046875";0,0kWh;0,0kWh;
2025-03-04 13:00:00 CEST;"61;75";"57;25";"20;4375";"15;6640625";0,0kWh;"5;21875";0,0kWh;"14;40625";0,0kWh;"6;119140625";0,0kWh;0,0kWh;
2025-03-04 14:00:00 CEST;"104;46875";"92;875";"37;125";"10;8203125";0,0kWh;"8;84375";0,0kWh;"39;25";0,0kWh;"11;458984375";0,0kWh;0,0kWh;
2025-03-04 15:00:00 CEST;"104;875";"74;5";"28;9375";"1;4921875";0,0kWh;"8;80078125";0,0kWh;"40;46875";0,0kWh;"10;8203125";0,0kWh;0,0kWh;
2025-03-04 16:00:00 CEST;"104;75";"78;125";"31;3125";"1;375";0,0kWh;"8;779296875";0,0kWh;"40;53125";0,0kWh;"11;830078125";0,0kWh;0,0kWh;
2025-03-04 17:00:00 CEST;"47;5";"41;75";"15;8125";"1;421875";0,0kWh;"3;1337890625";0,0kWh;"16;6875";0,0kWh;"9;087890625";0,0kWh;0,0kWh;
